block_id,chapter,section,source_file,source_line,language_or_class,first_meaningful_line,last_meaningful_line,line_count,sha256,semantic_candidate
block-0286,7,Pull Request Process,chapters/07-version-control.qmd,2126,markdown,## Summary,- [x] Documentation updated,22,e4e6f0ea80514221a91276a8e90dae2a3132d3836242f08f0802ce41fb3aaba5,PLAIN_VERBATIM
block-0287,7,Branch Cleanup,chapters/07-version-control.qmd,2172,bash,"# After PR is merged, clean up",git fetch --prune,7,d1cca084ef4c638e1999e4f34a961d90b3845527ba7999bdb37e6485da9fa0e7,TERMINAL_SESSION
block-0288,7,Exercise 7.6: Repository Setup,chapters/07-version-control.qmd,2331,(untyped),-   README.md (complete with setup instructions),-   CHANGELOG.md (start tracking changes),4,4af8f652b52fdc99e4f4bafc452fa83f2c8830ff61be3905d86ad910f832726b,PLAIN_VERBATIM
block-0289,7,Exercise 7.6: Repository Setup,chapters/07-version-control.qmd,2338,(untyped),-   Require PR before merging to main,-   Require status checks (if CI configured),3,b830fc5d637486e921dff0817ab2401c1fa1351c82728c2eef269666fe386914,PLAIN_VERBATIM
block-0290,8,Testing vs. Quality Assurance,chapters/08-testing-quality.qmd,58,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,14,fb5bb82d0cd21bb52a52d1fdc50fe996dd5984c501982d2a344eba471a6f67ac,ASCII_DIAGRAM
block-0291,8,Unit Testing,chapters/08-testing-quality.qmd,99,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,13,a7ea04f39b6b2aa7a1e3e9f9969e9c2d6b65b81ec62e7d703b92bc1aafd56626,ASCII_DIAGRAM
block-0292,8,Unit Testing,chapters/08-testing-quality.qmd,117,javascript,// calculator.js,"module.exports = { add, divide };",16,92c35c56d7d04e11c006b3818331c0f0671cb49355acada801df54127373b23e,PROGRAM_CODE
block-0293,8,Unit Testing,chapters/08-testing-quality.qmd,136,javascript,// calculator.test.js,});,36,1cca091f65847a12ce0e51a21404ebf033eff1fa09a1c8227992559b22ed3fc4,PROGRAM_CODE
block-0294,8,Unit Testing,chapters/08-testing-quality.qmd,177,python,# calculator.py,return a / b,10,7388ac1b6333fd5711dcbcb53fb571c0948bcb363ad3ff89ac976f14326448bd,PROGRAM_CODE
block-0295,8,Unit Testing,chapters/08-testing-quality.qmd,190,python,# test_calculator.py,"divide(10, 0)",28,66062bbbc4432cedc730ceb601494f659c2c3f9d8922c56fbbbba07ded105d22,PROGRAM_CODE
block-0296,8,Integration Testing,chapters/08-testing-quality.qmd,227,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,25,d8846b2f1c4ec48d52080d3f3e03cb753136dad7355c03633eb6ea841ff85a08,ASCII_DIAGRAM
block-0297,8,Integration Testing,chapters/08-testing-quality.qmd,265,javascript,// user.integration.test.js,});,98,8147e2959926f3844e4e3805587840e3404e83312c1454632810a1d310c36734,PROGRAM_CODE
block-0298,8,System Testing,chapters/08-testing-quality.qmd,383,(untyped),TEST CASE: TC-SYS-001,All expected results are achieved,38,90699c4fa4702ac57bfa77cfd4bbe8f423c5f835ee2eaa30034a4a58f30d2285,ASCII_DIAGRAM
block-0299,8,Acceptance Testing,chapters/08-testing-quality.qmd,457,gherkin,Feature: User Registration,And I should remain on the registration page,32,f8d8ed8825c8e7e8f74f745c75688074f9069a89a004b92af475884079c10dab,PROGRAM_CODE
block-0300,8,End-to-End (E2E) Testing,chapters/08-testing-quality.qmd,507,javascript,// cypress/e2e/checkout.cy.js,});,98,b53cd4035e9f5f788fb66b3d68ad00d4ef479219311963648fc2bedfa23a1e19,PROGRAM_CODE
block-0301,8,End-to-End (E2E) Testing,chapters/08-testing-quality.qmd,610,javascript,// tests/checkout.spec.js,});,39,7c1fc71ac904e6cbdc4e3329768fccd2275dbeb34f4761fd6b9252734f198106,PROGRAM_CODE
block-0302,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,675,javascript,// cart.test.js,});,9,baa899f7c58dfd5824924d874c9e9d19cd35e7da6d27994a1e2b6e41ba25d7d8,PROGRAM_CODE
block-0303,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,691,javascript,// cart.js,module.exports = Cart;,8,be712da0251dc8e82bf9c56e9d7a71e6c6bb9915f1931830981b227edae5df0d,PROGRAM_CODE
block-0304,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,710,javascript,"test('cart is not empty after adding item', () => {",});,5,4b22ce2a7c71e04b13f75b32978361bb7ad434bb93c5a3a5ae569f586619c91c,PROGRAM_CODE
block-0305,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,722,javascript,class Cart {,},13,8967f8c4fbf54cc75f2947c013531d15429d1ce730784a1ffc9dab177caf595c,PROGRAM_CODE
block-0306,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,742,javascript,"test('returns correct item count', () => {",});,6,e2de0c061cd6286eca3136a3ea22d34f4123c3075c4e31ceccc6890b2e77e052,PROGRAM_CODE
block-0307,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,753,javascript,itemCount() {,},3,0be1b0fe160e72d0dc8a0659dc0c3ad60688b79e371bd50b746e5be01b0bccf3,PROGRAM_CODE
block-0308,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,761,javascript,"test('calculates total price', () => {",});,6,59f98a5c3cf79763f2fec993dcfbeded61ecd8ccc6acae79d6ed52f33795b06c,PROGRAM_CODE
block-0309,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,772,javascript,total() {,},3,78eb0f1ca0acf4e2bb1d179c996b881d7398e75e85203b86e2a55074a7e22669,PROGRAM_CODE
block-0310,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,780,javascript,"test('handles quantity for same item', () => {",});,6,0eb23ca4882a2cb9f9f4970df16cac5c3e6cb69b548d82ed2223375d910cda3b,PROGRAM_CODE
block-0311,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,791,javascript,"addItem(item, quantity = 1) {",},5,ba84cd21f8163cb7dcddbb6a3f222afbb05cddfcecc1bf28c9482429b6be61d4,PROGRAM_CODE
block-0312,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,801,javascript,class Cart {,},34,42b3ee40c19fedf09cf677feb5d8059c4a9a3cd3ce352328e3daff95ba450884,PROGRAM_CODE
block-0313,8,TDD Example: Building a Shopping Cart,chapters/08-testing-quality.qmd,842,javascript,"test('removes item from cart', () => {",});,23,00760bc7f90dbf345322ccf278162a101406a9bcf81007a56fec15c4a76700f2,PROGRAM_CODE
block-0314,8,Test Structure: Arrange-Act-Assert,chapters/08-testing-quality.qmd,936,javascript,"test('calculates order total with tax', () => {",});,12,6a2f5ebc497da2ea7a20f90d9586d44f8a132c322320c7e300b7f5f280ae89dd,PROGRAM_CODE
block-0315,8,Test Structure: Arrange-Act-Assert,chapters/08-testing-quality.qmd,953,javascript,"test('Given an order with items, When calculating total with tax, Then includes tax amount', () => {",});,12,b3d3963bc3495f3eff785b89b8fcced5c6cae22365abe77f42abf779cf9858b6,PROGRAM_CODE
block-0316,8,Test Naming,chapters/08-testing-quality.qmd,974,javascript,"test('test1', () => { ... });","test('it works', () => { ... });",3,e51d3804c43bdb993ef482ad779b329ecb7f2bab6c01025fb77f8f389752d559,PROGRAM_CODE
block-0317,8,Test Naming,chapters/08-testing-quality.qmd,982,javascript,"test('calculateTotal returns sum of item prices', () => { ... });","test('calculateTotal throws error when cart is empty', () => { ... });",3,ceed38e33b0fd1a3b22dfeacbd88af1fd0aaca146853365e156f3f63dc1a6ca6,PROGRAM_CODE
block-0318,8,Test Naming,chapters/08-testing-quality.qmd,990,(untyped),[MethodUnderTest]_[Scenario]_[ExpectedResult],addItem_WhenItemExists_IncreasesQuantity,5,ddcba055c32b535ec556360707cb7207695d9f65cb3030de5a9e8b755aadd8ae,PLAIN_VERBATIM
block-0319,8,Test Naming,chapters/08-testing-quality.qmd,1000,javascript,"describe('Order', () => {",});,7,a7b5ceb892166a707b7c3de795287b3fe213cfe962079e0857b1ca1aa9b1ec98,PROGRAM_CODE
block-0320,8,One Assertion Per Test (Usually),chapters/08-testing-quality.qmd,1016,javascript,"test('order functionality', () => {",});,12,165c172ec69e76551e5a36b34cfdb5ec816393d0d415a4a8ff327573010827e5,PROGRAM_CODE
block-0321,8,One Assertion Per Test (Usually),chapters/08-testing-quality.qmd,1033,javascript,"test('new order is empty', () => {",});,29,9ece309ef2455d0c2792c5c7aa89fdfd50202215d2f46510e849bbef14b08af9,PROGRAM_CODE
block-0322,8,One Assertion Per Test (Usually),chapters/08-testing-quality.qmd,1067,javascript,"test('creates user with correct properties', () => {",});,8,75813d927d65f60e4bbde25a3280f072a29c2284912b76460ef2aac936c67db3,PROGRAM_CODE
block-0323,8,Test Data and Fixtures,chapters/08-testing-quality.qmd,1082,javascript,// Bad: Magic numbers and unclear data,});,14,f46394f0b91c00a37bdcb4d69cccda39afe640156ce548b6d1b24b4f4a99d7b9,PROGRAM_CODE
block-0324,8,Test Data and Fixtures,chapters/08-testing-quality.qmd,1101,javascript,// fixtures/users.js,"module.exports = { validUser, adminUser };",16,2a3f313aadd56b51030f83d373f5e0cfb895b29ad181122c994aa4c4cc3e106f,PROGRAM_CODE
block-0325,8,Test Data and Fixtures,chapters/08-testing-quality.qmd,1120,javascript,// user.test.js,});,10,21c91c7e238819773619800de5abd13b6dbdcf157fe27dd5087fc8497351ebb9,PROGRAM_CODE
block-0326,8,Test Data and Fixtures,chapters/08-testing-quality.qmd,1135,javascript,// factories/user.js,module.exports = { createUser };,15,9e83a007c7bc2f763b7945db2bb15020cdf622e33f1d2d775667fc81afc8e5c1,PROGRAM_CODE
block-0327,8,Test Data and Fixtures,chapters/08-testing-quality.qmd,1153,javascript,// user.test.js,});,12,16a00a1d7189320d886876f394d1471303b71b24f1bb5435c27934c48067e5f5,PROGRAM_CODE
block-0328,8,Testing Edge Cases,chapters/08-testing-quality.qmd,1172,javascript,"describe('divide', () => {",});,44,37c680fa345d8b7d09a3aad03c1519c486811613604725b954f08075813a80af,PROGRAM_CODE
block-0329,8,Testing Edge Cases,chapters/08-testing-quality.qmd,1221,javascript,"describe('validateAge', () => {",});,28,adf695a4cbfff93ad2794e804e9265a7d7a326fde31350d1e81801dd5c2bec91,PROGRAM_CODE
block-0330,8,Avoiding Test Smells,chapters/08-testing-quality.qmd,1258,javascript,// Bad: Logic in test,});,20,1335a57ffac286e61fecc5c99b97ed6301c7f86cbe75092d4fdd982097828365,PROGRAM_CODE
block-0331,8,Avoiding Test Smells,chapters/08-testing-quality.qmd,1283,javascript,// Bad: Testing internal implementation,});,18,9e56744338bccb74e38b2d3990142bfa30ccb1efe3768ae65654d59dfd8555dc,PROGRAM_CODE
block-0332,8,Avoiding Test Smells,chapters/08-testing-quality.qmd,1306,javascript,// Bad: Too much setup,});,19,88c6677fced3ba30e69b7c0f0b7d9c1e46aba5f54a1351ef3081bf89ecdcfbd8,PROGRAM_CODE
block-0333,8,Avoiding Test Smells,chapters/08-testing-quality.qmd,1332,javascript,// Bad: Flaky due to timing,});,14,7334536fc0fe1b26ccef714310721a3e1ab6b31a9f5452cf50331267b5603c4c,PROGRAM_CODE
block-0334,8,Types of Test Doubles,chapters/08-testing-quality.qmd,1357,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,30,b28302226cf4b7df36084b4b2c87ac1c7c1b4bc8f62ec5fd3862e4319b3679c3,ASCII_DIAGRAM
block-0335,8,Mocking in Practice,chapters/08-testing-quality.qmd,1394,javascript,// emailService.js,module.exports = { sendEmail };,7,e0866e679207aaabe1f7a852867eebb2334d9301ff37d9f03652e29691b24e85,PROGRAM_CODE
block-0336,8,Mocking in Practice,chapters/08-testing-quality.qmd,1404,javascript,// userService.js,module.exports = { registerUser };,14,595d157aac46c3cb147a7c6d7ffa79f6331d8572899203d430c6300f91b7bb2e,PROGRAM_CODE
block-0337,8,Mocking in Practice,chapters/08-testing-quality.qmd,1421,javascript,// userService.test.js,});,56,1081bd2a1447ea27fd41958ab7a35cd7c197126228a2807168dc959484f7c40c,PROGRAM_CODE
block-0338,8,Mocking in Practice,chapters/08-testing-quality.qmd,1482,python,# user_service.py,return user,12,17cef80718783c146cf737cc891370ecf5394fb29c4fd2fc97b1e4208659d389,PROGRAM_CODE
block-0339,8,Mocking in Practice,chapters/08-testing-quality.qmd,1497,python,# test_user_service.py,mock_send_email.assert_not_called(),39,fea521d6318dc0f470e407594b0806303dd025c4c56e2c79bbb1bc87688bbd04,PROGRAM_CODE
block-0340,8,Mocking External APIs,chapters/08-testing-quality.qmd,1541,javascript,// weatherService.js,module.exports = { getWeather };,15,5a4e60039333bb9aaadd865c67e3ee7373cdc8b15d0f5c9a8aeddbaad487fa9c,PROGRAM_CODE
block-0341,8,Mocking External APIs,chapters/08-testing-quality.qmd,1559,javascript,// weatherService.test.js,});,39,1386475bcd6d226553691a61045ee8b6f992687d4617129fef6c20772680fc8b,PROGRAM_CODE
block-0342,8,When to Mock,chapters/08-testing-quality.qmd,1620,(untyped),Over-Mocking                      Under-Mocking,• False confidence                • Hard to isolate failures,6,84c355ecf053b0102a4449ded1c7ace5f9828c6dc5af17eeb61d6ba76c070a05,ASCII_DIAGRAM
block-0343,8,Dependency Injection for Testability,chapters/08-testing-quality.qmd,1633,javascript,// Without DI - Hard to test,"const orderService = new OrderService(mockDatabase, mockEmailService);",28,de38f75df8c7b251abae90f5a2d230c016e3af528a6ee167db173458684268cd,PROGRAM_CODE
block-0344,8,Types of Coverage,chapters/08-testing-quality.qmd,1672,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,31,8b0e942121dc94c3d035d42a2c0fbe8b21f51953123c1cc0708659e1432ad888,ASCII_DIAGRAM
block-0345,8,Types of Coverage,chapters/08-testing-quality.qmd,1708,javascript,"function calculateDiscount(price, customerType, quantity) {",},15,01c17003f14137b14485754c144c24b05d02d784c77bf078e2eb1c370025ed6e,PROGRAM_CODE
block-0346,8,Types of Coverage,chapters/08-testing-quality.qmd,1728,javascript,"test('calculates discount for premium customer', () => {",});,3,57cf7a3f25dccd4309afbe5816c2b1bdca49ca3951bbe55ddc82c4412eda4566,PROGRAM_CODE
block-0347,8,Types of Coverage,chapters/08-testing-quality.qmd,1742,javascript,"describe('calculateDiscount', () => {",});,21,705e6aea93b83078c231074e9e27861e24125208c9aa699e383e29d6f197176a,PROGRAM_CODE
