chapter,source_line,section,claim,reason,status
7,32,Key Terminologies and Concepts,"| **QLoRA** | LoRA combined with 4-bit quantization, enabling fine-tuning of large models on modest hardware | Fine-tuning a large open-weight model on a single consumer GPU |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,34,Key Terminologies and Concepts,| **Catastrophic Forgetting** | A model losing previously learned general capabilities while being fine-tuned on narrow data | A model that becomes excellent at one task but noticeably worse at general conversation |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,35,Key Terminologies and Concepts,"| **Training Data Curation** | The process of selecting, cleaning, and validating examples for fine-tuning | Removing duplicate or low-quality examples before training |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,39,Key Terminologies and Concepts,"| **Held-Out Evaluation Set** | Data set aside and never used in training, reserved for honest evaluation | Confirms a model didn't just memorize its training examples |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,45,7.1 When to Fine-tune: A Decision Framework,"Before investing in fine-tuning, weigh it honestly against the two approaches from the last two chapters.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,49,7.1 When to Fine-tune: A Decision Framework,"**RAG** is the right call when the problem is fundamentally about knowledge access, current information, private documents, facts that need citations, rather than about behavior or style.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,51,7.1 When to Fine-tune: A Decision Framework,"**Fine-tuning** earns its cost when you need consistent behavior that's genuinely difficult to achieve through prompting alone, when you have substantial high-quality training data (roughly a thousand examples or more, as a rough floor, not a guarantee), when the domain has specialized language or formatting conventions a general model doesn't reliably produce, or when you specifically need a smaller, cheaper, specialized model to replace a larger general one at inference time.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,53,7.1 When to Fine-tune: A Decision Framework,*Figure 7.1: Customization decision framework — prompting → RAG → fine-tuning*,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,55,7.1 When to Fine-tune: A Decision Framework,"Notice that this is a genuine escalation path, not three equally weighted options. Reaching for fine-tuning before ruling out the cheaper approaches is the single most common way teams waste both money and time on customization.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,59,7.2 Types of Fine-tuning Approaches,"**Full fine-tuning** updates every parameter in the model. It offers the maximum adaptation potential and can produce dramatic behavior changes, at real cost: it's computationally expensive, requires substantial training data to avoid overfitting, and carries a genuine risk of **catastrophic forgetting**, the model becoming excellent at your narrow task while quietly losing general capability it had before.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
