chapter,section,source_line,severity,original_claim_or_example,issue,evidence,correction,status
10,Automated Metrics {#sec-10-3},60,MEDIUM,"Task-specific automated evaluation, checking whether generated code actually runs and passes tests, or whether a generated SQL query returns the correct result, works well precisely because it has an objective, checkable target, a property most open-ended generation tasks simply don't have. This is the core ceiling on automated measurement: its reliability still depends on the quality and coverage of the checks, and it degrades quickly as the task becomes more open-ended.",Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/2211.09110,"Task-specific checks, such as code tests or comparing SQL results on a controlled database, provide reproducible evidence for the tested cases. Passing them does not establish general correctness: test coverage, oracle errors, distribution shift, and hidden requirements still matter. Execute generated programs only within appropriate isolation and resource limits. [@helm]",RESOLVED
10,Human Evaluation {#sec-10-4},66,MEDIUM,"Human judgment remains essential wherever quality is inherently subjective, tone, helpfulness, appropriateness for a specific audience, none of which reduces cleanly to a formula. Designing a good human evaluation task means writing rating criteria specific and concrete enough that two different raters would reach the same conclusion, a bland ""rate this response 1–5"" invites inconsistent, low-value ratings, while a rubric that says exactly what a 5 versus a 3 versus a 1 looks like produces something you can actually trust.",Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/2211.09110 ; https://arxiv.org/abs/2306.05685,"Human ratings can assess subjective or context-dependent qualities. Define anchored criteria, train raters, sample relevant populations, and measure agreement and uncertainty. A detailed rubric helps make judgments inspectable; it does not itself make them reliable or objectively true. [@helm; @judge]",RESOLVED
12,Alignment at the Frontier: Harder Problems Ahead {#sec-12-5},84,MEDIUM,"Neither of these problems is presented here to be alarmist, current systems are trained with substantial, genuinely effective safety work behind them, but to be honest about where the field's hardest open questions actually sit, which is squarely in this chapter's territory, not a distant, hypothetical future one.",Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/2203.02155 ; https://arxiv.org/abs/2212.08073,"These are open research and engineering questions. Historical post-training studies demonstrate improvements on specified evaluations, not a general guarantee that all deployed systems have effective safeguards. Assess the particular model and surrounding application. [@rlhf; @constitutional]",RESOLVED
12,Case Study: Anthropic's Constitutional AI in Practice,102,MEDIUM,"The instructive part for your own design thinking is the underlying idea, not the specific implementation: explicit, written principles that a system (or a person) can check its own output against scale better than relying purely on catching every bad case after the fact. That's directly the same logic behind writing a clear rubric for the human evaluation in your Chapter 10 Evaluation Plan, and it's worth carrying into your Chapter 12 milestone too, a red-team review grounded in explicit, named risks is more useful than one grounded in a vague sense that ""something could go wrong.""",Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/2212.08073,"Explicit principles make intended behavior easier to inspect, but the 2022 Constitutional AI study does not establish that written rules solve oversight at every scale. For the project, use named risks and concrete tests so a reviewer can assess what was checked and what remains uncertain. [@constitutional]",RESOLVED
15,Deployment Strategies {#sec-15-2},49,MEDIUM,"**Feature flags** decouple deployment from release entirely: new functionality can be shipped into production dark, disabled by default, then enabled for specific user segments or gradually rolled out, all through configuration rather than a new code deployment, which makes both gradual rollout and instant rollback dramatically less risky operations.",Remove unsupported universality and specify the scope of the claim.,https://store.pragprog.com/titles/mnee2/release-it-second-edition/,"**Feature flags** separate deploying code from enabling a feature. They can support staged releases and rapid disabling, but propagation delays, in-flight requests, persisted data, and external actions can prevent immediate recovery. Test those failure modes rather than treating a flag as an undo operation. [@nygard]",RESOLVED
15,"Case Study: A Model Deprecation, Handled Well",117,MEDIUM,"Every major AI provider eventually deprecates older models as newer ones supersede them, and how an organization handles that transition says as much about production maturity as anything covered in @sec-15-1 through @sec-15-5. A well-handled deprecation gives real advance notice, provides a clear migration path with documented behavioral differences between old and new versions, and, critically, gives the deploying organization time to re-run their Chapter 10 evaluation suite against the replacement model before the old one actually goes away, since even a ""strictly better"" model can behave differently enough on your specific use case to need real re-validation, not just a config change.",Remove unsupported universality and specify the scope of the claim.,,"**Illustrative scenario, not a named company outcome.** A provider announces a model retirement. A well-prepared team records the deadline, checks the proposed replacement and migration documentation, re-runs task and safety evaluations, and stages the switch. Notice periods and migration support vary; the team must verify them for its actual service.",RESOLVED
15,Open Debates {#sec-15-7},105,MEDIUM,"The **scaling laws debate**, whether continuing to make models larger keeps producing proportionate capability gains, or whether that curve is flattening, is genuinely contested among serious researchers, not a settled question with an obvious answer either direction. Both a strong ""scaling continues to deliver"" case and a serious ""we're hitting diminishing returns, and the next gains come from elsewhere, architecture, data quality, reasoning techniques"" case have real, current evidence behind them, exactly the kind of contested claim Chapter 8 asked you to learn to recognize and represent fairly rather than resolve prematurely.",Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/2001.08361 ; https://arxiv.org/abs/2203.15556 ; https://arxiv.org/abs/2501.12948,"The **scaling debate** separates empirical pre-training loss trends from the value of further scale on practical tasks. Parameter count, data allocation, and inference-time computation all matter. The cited historical studies support particular experimental regimes, not a universal forecast of future gains. [@scaling; @chinchilla; @deepseekr1]",RESOLVED
1,The Neural Network Era (2000s–2010s),135,MEDIUM,"Neural networks, invented decades earlier, became practical for language in the 2000s as computing power and training techniques improved. **Recurrent Neural Networks (RNNs)** introduced a form of memory, carrying information forward from earlier in a sequence rather than only looking at immediate neighbors. **Long Short-Term Memory (LSTM)** networks solved a critical weakness: plain RNNs tended to ""forget"" information over long sequences. LSTMs added gates that control what to remember, forget, and output. By the mid-2010s, LSTM-based systems powered genuinely useful products: predictive text, dramatically improved machine translation, and early conversational agents. But processing remained sequential, one word at a time, which made training slow and long documents difficult to handle well.",Qualify historical LSTM and product claims; avoid unsupported firsts.,https://arxiv.org/abs/1706.03762,"Recurrent networks process a sequence through a state passed between positions. Gated variants such as LSTMs address difficulties in carrying information across long sequences, but do not guarantee perfect long-range memory. The original Transformer paper contrasts attention-based processing with recurrent approaches and explains their computational trade-offs. [@vaswani2017attention]",RESOLVED
1,The Transformer Revolution (2017–Present),143,MEDIUM,"GPT-1 (2018) showed that pre-training on a broad text corpus, then fine-tuning for specific tasks, beat purpose-built systems across multiple benchmarks. GPT-2 (2019) generated coherent multi-paragraph text at a scale that made OpenAI initially withhold the full model over misuse concerns, an early hint of the ethical questions this book returns to throughout. GPT-3 (2020) demonstrated striking few-shot learning: shown just a couple of examples in the prompt itself, it could perform tasks it was never explicitly trained on.",Replace unsupported compressed release history with directly verified historical result.,https://arxiv.org/abs/2005.14165,The GPT-3 report (2020) demonstrated task performance from prompt demonstrations without gradient updates at inference time. Its results vary across tasks; few-shot prompting does not mean that a model was never exposed to related material during pre-training. [@gpt3],RESOLVED
1,The Transformer Revolution (2017–Present),141,MEDIUM,"The 2017 paper ""Attention Is All You Need"" changed everything. The Transformer architecture introduced parallel processing (all words handled simultaneously, not one at a time), self-attention (every word can directly relate to every other word, regardless of distance), and an architecture that scales efficiently with more data and compute.",Resolve causal-versus-parallel oversimplification in historical summary.,https://arxiv.org/abs/1706.03762,The 2017 paper *Attention Is All You Need* introduced a Transformer encoder-decoder for sequence transduction. Attention allows parallel processing of available positions during training; a causal decoder masks future tokens and generates autoregressively. Parallel training does not mean every output token is generated simultaneously. [@vaswani2017attention],RESOLVED
