chapter,section,source_file,item_type,description,claimed_algorithm,claimed_complexity,implementation_language,implementation_present,runnable,verification_status,citation_required,source_required,severity,recommended_action,notes
2,When Master Theorem Doesn't Apply,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,1. f(n) is not polynomially larger or smaller,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1789
2,When Master Theorem Doesn't Apply,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1794-1803,,Ω(n^(1+ε),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,When Master Theorem Doesn't Apply,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1811-1812,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,When Master Theorem Doesn't Apply,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1820-1822,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,When Master Theorem Doesn't Apply,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1830-1837,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Master Theorem Cheat Sheet,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Master Theorem Cheat Sheet,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1840
2,Master Theorem Cheat Sheet,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Here's a quick reference for applying the Master Theorem:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1842
2,Master Theorem Cheat Sheet,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1849-1849,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Master Theorem Cheat Sheet,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"|f(n) = O(n^(E-ε)), ε > 0|Case 1|T(n) = Θ(n^E)|",,O(n^(E-ε) Θ(n^E),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1856
2,Master Theorem Cheat Sheet,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,|f(n) = Θ(n^E)|Case 2|T(n) = Θ(n^E log n)|,,Θ(n^E) Θ(n^E log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1857
2,Master Theorem Cheat Sheet,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"|f(n) = Ω(n^(E+ε)), ε > 0<br>AND regularity holds|Case 3|T(n) = Θ(f(n))|",,Ω(n^(E+ε) Θ(f(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1858
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"- f(n) = O(n^(2-ε)), Case 1",,O(n^(2-ε),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1897
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Answer: Θ(n²),,Θ(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1898
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"- f(n) = Θ(n²), Case 2",,Θ(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1902
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Answer: Θ(n² log n),,Θ(n² log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1903
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"- f(n) = Ω(n^(2+ε)), Case 3",,Ω(n^(2+ε),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1907
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Answer: Θ(n³),,Θ(n³),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1909
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"- f(n) = Ω(n^(0+ε)), Case 3",,Ω(n^(0+ε),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1913
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Answer: Θ(n),,Θ(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1915
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"- f(n) = O(n^(2-ε)), Case 1",,O(n^(2-ε),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1919
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Answer: Θ(n²),,Θ(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1920
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"- f(n) = Θ(n²), Case 2",,Θ(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1924
2,Practice Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Answer: Θ(n² log n),,Θ(n² log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1925
2,Beyond the Master Theorem: Advanced Recurrence Solving,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Beyond the Master Theorem: Advanced Recurrence Solving,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1929
2,Beyond the Master Theorem: Advanced Recurrence Solving,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,"For recurrences that don't fit the Master Theorem, we have additional techniques:",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1931
2,Akra-Bazzi Method (Generalized Master Theorem),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Akra-Bazzi Method (Generalized Master Theorem),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1933
2,Akra-Bazzi Method (Generalized Master Theorem),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1938-1940,,Θ(n log n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Generating Functions,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1948-1950,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1972-1975,,O(n²),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1983-1986,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1992-2002,,O(n) Θ(n²),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 2008-2015,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 2021-2053,,O(n^log₂(3) O(n^1.585) O(n²),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 2059-2067,,O(n) O(n^(1.585 - ε) Θ(n^log₂(3) Θ(n^1.585),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 2: Closest Pair of Points,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 2085-2095,,O(n²),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 2: Closest Pair of Points,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Divide and conquer approach: O(n log n),,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2098
2,Application 2: Closest Pair of Points,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 2101-2194,,O(n log n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 2: Closest Pair of Points,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Geometric proof: Given a point p in the strip and distance d:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2199
2,Application 2: Closest Pair of Points,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 2210-2214,,O(n) O(n) Θ(n log n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 3: Matrix Multiplication (Strassen's Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 2224-2234,,O(n³),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 3: Matrix Multiplication (Strassen's Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 2242-2247,,O(n²) Θ(n³),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 3: Matrix Multiplication (Strassen's Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 2253-2267,,O(n²) Θ(n^log₂(7) Θ(n^2.807),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 3: Matrix Multiplication (Strassen's Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Better than O(n³)!,,O(n³),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2270
2,Application 3: Matrix Multiplication (Strassen's Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Coppersmith-Winograd (1990): O(n^2.376),,O(n^2.376),,NO,NO,REVIEWED,YES,YES,MEDIUM,Verify assumptions and terminology,line 2274
2,Application 3: Matrix Multiplication (Strassen's Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Le Gall (2014): O(n^2.3728639),,O(n^2.3728639),,NO,NO,REVIEWED,YES,YES,MEDIUM,Verify assumptions and terminology,line 2275
2,Application 3: Matrix Multiplication (Strassen's Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Williams (2024): O(n^2.371552),,O(n^2.371552),,NO,NO,REVIEWED,YES,YES,MEDIUM,Verify assumptions and terminology,line 2276
2,Application 3: Matrix Multiplication (Strassen's Algorithm),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Theoretical limit: O(n²+ε)? Still unknown!,,O(n²+ε),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2277
2,Application 4: Fast Fourier Transform (FFT),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,- Solving polynomial multiplication,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2288
2,Application 4: Fast Fourier Transform (FFT),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Naive DFT: O(n²) FFT (divide and conquer): O(n log n),,O(n²) O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2291
2,Application 4: Fast Fourier Transform (FFT),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 2296-2332,,O(n log n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Application 4: Fast Fourier Transform (FFT),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 2338-2339,,O(n) Θ(n log n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Building a Production-Quality Sorting Library,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 2353-2554,,O(n log n) O(log n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Performance Benchmarking,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 2562-2706,,O(n) O(n log n) O(n²),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Real-World Performance Tips,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Guaranteed O(n log n) required,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2725
2,Real-World Performance Tips,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,- Many duplicate values expected,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2740
2,Common Implementation Pitfalls,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 2750-2758,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
